HAIR_FR=0,1.16,2.27,3.37,4.43,5.45,6.43,7.38,8.28,9.14,9.95,10.7,11.43,12.09,12.71,13.27,13.79,14.25,14.66,15.01,15.32,15.56,15.75,15.89,15.97,16,15.97,15.89,15.76,15.58,15.36,15.08,14.77,14.41,14.02,13.59,13.13,12.62,12.09,11.53,10.95,10.34,9.7,9.04,8.36,7.65,6.94,6.21,5.46,4.7,3.93,3.16,2.38,1.59,0.79,0,-0.8,-1.59,-2.38,-3.17,-3.96,-4.72,-5.48,-6.24,-6.99,-7.71,-8.42,-9.12,-9.79,-10.44,-11.08,-11.69,-12.27,-12.83,-13.36,-13.87,-14.33,-14.77,-15.17,-15.54,-15.87,-16.16,-16.41,-16.62,-16.78,-16.9,-16.98,-17,-16.987,-16.95,-16.88,-16.79,-16.67,-16.52,-16.34,-16.14,-15.9,-15.64,-15.34,-15.01,-14.65,-14.26,-13.83,-13.37,-12.88,-12.36,-11.8,-11.2,-10.57,-9.9,-9.19,-8.44,-7.66,-6.84,-5.99,-5.09,-4.15,-3.18,-2.16,-1.1
HAIR_B=0,1.08,2.11,3.1,4.03,4.91,5.74,6.51,7.25,7.93,8.57,9.18,9.74,10.26,10.74,11.18,11.58,11.94,12.28,12.58,12.85,13.08,13.29,13.46,13.61,13.74,13.83,13.91,13.96,13.99,14,13.98,13.9,13.78,13.62,13.41,13.16,12.87,12.54,12.17,11.77,11.33,10.87,10.37,9.84,9.29,8.71,8.1,7.47,6.82,6.16,5.47,4.76,4.05,3.32,2.57,1.83,1.08,0.3,-0.46,-1.24,-2.02,-2.79,-3.56,-4.33,-5.1,-5.86,-6.62,-7.37,-8.1,-8.83,-9.54,-10.24,-10.93,-11.58,-12.22,-12.85,-13.46,-14.03,-14.58,-15.11,-15.61,-16.09,-16.52,-16.93,-17.31,-17.65,-17.96,-18.22,-18.46,-18.65,-18.8,-18.91,-18.98,-19,-18.95,-18.81,-18.59,-18.29,-17.92,-17.47,-16.96,-16.4,-15.78,-15.1,-14.39,-13.62,-12.81,-11.97,-11.1,-10.18,-9.26,-8.29,-7.3,-6.3,-5.28,-4.25,-3.2,-2.14,-1.07
HAIR_FL_S_X=0,0.73,1.41,2.06,2.66,3.22,3.73,4.21,4.65,5.05,5.43,5.77,6.08,6.36,6.61,6.83,7.03,7.2,7.36,7.49,7.6,7.7,7.78,7.84,7.89,7.93,7.96,7.98,7.992,7.998,8,7.98,7.91,7.79,7.63,7.43,7.19,6.91,6.59,6.24,5.86,5.43,4.99,4.5,4,3.47,2.92,2.34,1.73,1.12,0.48,-0.17,-0.84,-1.52,-2.2,-2.9,-3.62,-4.33,-5.06,-5.78,-6.5,-7.22,-7.94,-8.67,-9.38,-10.1,-10.8,-11.48,-12.16,-12.83,-13.48,-14.12,-14.73,-15.34,-15.92,-16.47,-17,-17.5,-17.99,-18.43,-18.86,-19.24,-19.59,-19.91,-20.19,-20.43,-20.63,-20.79,-20.91,-20.98,-21,-20.96,-20.83,-20.62,-20.33,-19.96,-19.54,-19.05,-18.5,-17.89,-17.24,-16.53,-15.78,-14.99,-14.18,-13.33,-12.46,-11.57,-10.65,-9.73,-8.79,-7.86,-6.93,-6,-5.09,-4.19,-3.29,-2.42,-1.58,-0.77
NECK_RO=0,0.37,0.73,1.08,1.41,1.74,2.04,2.34,2.62,2.89,3.14,3.38,3.6,3.81,4,4.17,4.33,4.47,4.59,4.7,4.79,4.87,4.93,4.97,4.99,5,4.993,4.97,4.93,4.89,4.82,4.75,4.66,4.56,4.45,4.33,4.2,4.06,3.92,3.76,3.6,3.42,3.25,3.06,2.87,2.67,2.47,2.26,2.05,1.84,1.61,1.4,1.17,0.94,0.72,0.49,0.26,0.03,-0.2,-0.43,-0.66,-0.89,-1.11,-1.33,-1.55,-1.77,-1.99,-2.19,-2.4,-2.6,-2.8,-2.99,-3.17,-3.35,-3.52,-3.68,-3.84,-3.99,-4.13,-4.26,-4.38,-4.49,-4.6,-4.69,-4.77,-4.84,-4.89,-4.94,-4.97,-4.993,-5,-4.995,-4.981,-4.96,-4.92,-4.88,-4.83,-4.76,-4.69,-4.6,-4.51,-4.4,-4.28,-4.15,-4.01,-3.85,-3.69,-3.51,-3.32,-3.11,-2.9,-2.67,-2.43,-2.17,-1.91,-1.63,-1.33,-1.02,-0.69,-0.35
UPPER_ROTATE=0,-0.33,-0.64,-0.95,-1.24,-1.53,-1.8,-2.06,-2.31,-2.55,-2.78,-2.99,-3.2,-3.4,-3.58,-3.75,-3.91,-4.06,-4.2,-4.33,-4.45,-4.55,-4.64,-4.73,-4.8,-4.86,-4.91,-4.95,-4.98,-4.994,-5,-4.992,-4.97,-4.93,-4.87,-4.8,-4.72,-4.62,-4.51,-4.39,-4.26,-4.11,-3.96,-3.79,-3.62,-3.44,-3.25,-3.05,-2.84,-2.63,-2.41,-2.18,-1.95,-1.72,-1.48,-1.24,-0.99,-0.75,-0.5,-0.25,0,0.25,0.5,0.75,0.99,1.24,1.48,1.72,1.95,2.18,2.41,2.63,2.84,3.05,3.25,3.44,3.62,3.79,3.96,4.11,4.26,4.39,4.51,4.62,4.72,4.8,4.87,4.93,4.97,4.99,5,4.994,4.978,4.95,4.91,4.86,4.8,4.73,4.64,4.55,4.45,4.33,4.2,4.06,3.91,3.75,3.58,3.4,3.2,2.99,2.78,2.55,2.31,2.06,1.8,1.53,1.24,0.95,0.64,0.33
BODY_SKIT_X=5,4.97,4.87,4.68,4.39,4,3.47,2.81,2.01,1.03,-0.13,-1.45,-3,-4.79,-6.5,-8.16,-9.74,-11.19,-12.52,-13.69,-14.7,-15.52,-16.17,-16.63,-16.91,-17,-16.93,-16.74,-16.43,-16,-15.48,-14.86,-14.17,-13.41,-12.61,-11.75,-10.86,-9.94,-9,-7.94,-6.92,-5.93,-4.99,-4.05,-3.13,-2.23,-1.31,-0.38,0.57,1.56,2.59,3.67,4.8,6,7.27,8.52,9.81,11.06,12.23,13.36,14.37,15.24,15.98,16.53,16.88,17,16.97,16.89,16.74,16.52,16.24,15.87,15.44,14.93,14.34,13.67,12.92,12.09,11.17,10.2,9.13,8,6.57,5.22,3.91,2.66,1.53,0.48,-0.43,-1.21,-1.85,-2.36,-2.72,-2.93,-3,-2.95,-2.8,-2.57,-2.27,-1.91,-1.49,-1.03,-0.55,-0.05,0.47,0.98,1.5,2,2.59,3.08,3.51,3.87,4.17,4.41,4.6,4.74,4.85,4.92,4.97,4.99
BODY_SKIT_Y=-1,-2.16,-3.23,-4.25,-5.19,-6.02,-6.78,-7.43,-7.97,-8.42,-8.74,-8.93,-9,-8.991,-8.96,-8.89,-8.76,-8.58,-8.32,-7.99,-7.58,-7.08,-6.49,-5.81,-5.04,-4.18,-2.98,-1.69,-0.33,1.05,2.39,3.68,4.86,5.91,6.79,7.51,8.04,8.36,8.46,8.461,8.454,8.439,8.41,8.37,8.31,8.23,8.13,8,7.84,7.64,7.41,7.13,6.82,6.46,5.98,5.36,4.57,3.67,2.71,1.65,0.56,-0.52,-1.63,-2.69,-3.67,-4.6,-5.48,-6.3,-7.05,-7.73,-8.34,-8.89,-9.37,-9.78,-10.14,-10.44,-10.69,-10.89,-11.04,-11.14,-11.2,-11.214,-11.18,-11.07,-10.87,-10.59,-10.23,-9.76,-9.2,-8.55,-7.82,-6.98,-6.07,-5.07,-4,-2.62,-1.34,-0.12,1.02,2.05,2.98,3.79,4.47,5.02,5.45,5.76,5.94,6,5.96,5.84,5.63,5.34,4.96,4.49,3.93,3.3,2.59,1.79,0.93,-0.01
APRON_X=-3.12,-3.128,-3.16,-3.21,-3.3,-3.43,-3.61,-3.84,-4.12,-4.48,-4.91,-5.41,-6,-6.72,-7.48,-8.29,-9.15,-10.04,-10.98,-11.93,-12.91,-13.9,-14.92,-15.94,-16.97,-18,-19.23,-20.46,-21.73,-22.98,-24.16,-25.29,-26.32,-27.2,-27.95,-28.52,-28.87,-29,-28.78,-28.18,-27.24,-26.02,-24.62,-23.05,-21.39,-19.74,-18.09,-16.53,-15.17,-14,-12.97,-12.06,-11.27,-10.59,-10.02,-9.53,-9.14,-8.83,-8.58,-8.38,-8.24,-8.13,-8.07,-8.03,-8.005,-8,-8.09,-8.34,-8.75,-9.29,-9.97,-10.76,-11.65,-12.63,-13.68,-14.81,-16,-17.21,-18.48,-19.74,-21,-22.36,-23.48,-24.43,-25.23,-25.89,-26.43,-26.87,-27.22,-27.49,-27.69,-27.84,-27.93,-27.98,-28,-27.94,-27.76,-27.46,-27.02,-26.45,-25.73,-24.88,-23.9,-22.8,-21.56,-20.2,-18.73,-17.16,-15.16,-13.31,-11.57,-9.96,-8.53,-7.24,-6.12,-5.19,-4.44,-3.85,-3.44,-3.2
APRON_Y=4.18,5.36,6.43,7.47,8.47,9.43,10.39,11.36,12.34,13.38,14.48,15.63,16.9,18.32,19.68,20.99,22.25,23.4,24.45,25.38,26.17,26.83,27.34,27.71,27.93,28,27.85,27.43,26.72,25.75,24.55,23.09,21.39,19.52,17.41,15.1,12.66,10,7.4,5.12,3.06,1.26,-0.27,-1.59,-2.68,-3.53,-4.19,-4.65,-4.91,-5,-4.84,-4.4,-3.69,-2.74,-1.61,-0.3,1.1,2.62,4.2,5.83,7.45,9.08,10.67,12.19,13.65,15,16.38,17.6,18.67,19.58,20.36,21.01,21.54,21.97,22.31,22.56,22.75,22.88,22.95,22.99,23,22.76,22.14,21.19,19.97,18.56,17,15.32,13.57,11.77,9.93,8.15,6.36,4.63,3,1.29,-0.13,-1.31,-2.29,-3.06,-3.67,-4.12,-4.45,-4.67,-4.82,-4.91,-4.95,-4.955,-4.87,-4.65,-4.28,-3.78,-3.17,-2.45,-1.65,-0.79,0.13,1.1,2.11,3.14
APRON_SIDE_X=0,0.12,0.45,0.97,1.65,2.45,3.36,4.36,5.42,6.5,7.58,8.64,9.64,10.55,11.35,12.03,12.55,12.88,13,12.96,12.86,12.69,12.45,12.16,11.81,11.4,10.93,10.42,9.86,9.26,8.61,7.92,7.21,6.45,5.66,4.84,4,3.17,2.39,1.68,1,0.37,-0.21,-0.73,-1.22,-1.66,-2.06,-2.41,-2.73,-3.01,-3.26,-3.46,-3.63,-3.77,-3.87,-3.94,-3.99,-4,-3.86,-3.47,-2.87,-2.1,-1.19,-0.17,0.93,2.07,3.25,4.45,5.61,6.74,7.82,8.8,9.71,10.48,11.12,11.59,11.89,12,11.999,11.996,11.989,11.976,11.95,11.92,11.88,11.82,11.75,11.66,11.55,11.42,11.27,11.09,10.89,10.66,10.39,10.1,9.77,9.4,9,8.54,8.05,7.53,6.98,6.44,5.88,5.3,4.76,4.2,3.66,3.14,2.66,2.19,1.77,1.37,1.03,0.72,0.47,0.27,0.12,0.03
APPRON_SIDE_Y=0,0.21,0.83,1.78,3.04,4.51,6.21,8.06,10,12,14,15.94,17.79,19.49,20.96,22.22,23.17,23.79,24,24.001,24,23.999,23.988,23.97,23.93,23.87,23.8,23.69,23.56,23.39,23.19,22.95,22.66,22.33,21.94,21.5,21,20.38,19.61,18.71,17.67,16.51,15.27,13.97,12.58,11.14,9.67,8.21,6.73,5.26,3.82,2.46,1.13,-0.12,-1.28,-2.3,-3.22,-4,-4.73,-5.38,-5.94,-6.44,-6.88,-7.27,-7.59,-7.87,-8.12,-8.32,-8.49,-8.62,-8.74,-8.82,-8.89,-8.94,-8.97,-8.987,-8.997,-9,-8.88,-8.54,-8.01,-7.29,-6.42,-5.42,-4.34,-3.16,-1.91,-0.63,0.63,1.91,3.16,4.34,5.42,6.42,7.29,8.01,8.54,8.88,9,8.94,8.77,8.5,8.15,7.72,7.23,6.68,6.12,5.51,4.89,4.26,3.66,3.06,2.5,1.96,1.49,1.06,0.69,0.4,0.18,0.05
ARM_R_UPPER=3,3.04,3.15,3.34,3.58,3.89,4.25,4.66,5.1,5.59,6.11,6.66,7.22,7.81,8.4,9,9.6,10.19,10.78,11.34,11.89,12.41,12.9,13.34,13.75,14.11,14.42,14.66,14.85,14.96,15,14.999,14.997,14.994,14.989,14.982,14.974,14.964,14.952,14.939,14.923,14.906,14.886,14.86,14.84,14.81,14.78,14.75,14.72,14.68,14.64,14.6,14.56,14.51,14.46,14.4,14.35,14.29,14.22,14.16,14.09,14.01,13.93,13.85,13.77,13.68,13.59,13.49,13.39,13.28,13.18,13.06,12.94,12.82,12.7,12.56,12.43,12.29,12.14,11.99,11.84,11.68,11.51,11.34,11.17,10.99,10.8,10.61,10.41,10.21,10,9.78,9.54,9.29,9.03,8.74,8.46,8.16,7.86,7.56,7.25,6.93,6.62,6.31,6.01,5.71,5.42,5.13,4.85,4.59,4.34,4.11,3.9,3.7,3.53,3.37,3.24,3.14,3.06,3.02
ARM_R_FOREARM=0,0.03,0.1,0.22,0.38,0.59,0.83,1.1,1.41,1.74,2.1,2.48,2.88,3.3,3.73,4.17,4.62,5.07,5.53,5.98,6.43,6.87,7.3,7.71,8.11,8.49,8.85,9.18,9.49,9.76,10,10.22,10.43,10.63,10.83,11.03,11.21,11.39,11.57,11.74,11.9,12.06,12.21,12.36,12.51,12.64,12.78,12.9,13.03,13.14,13.26,13.37,13.47,13.57,13.67,13.76,13.85,13.93,14.01,14.08,14.16,14.22,14.29,14.35,14.41,14.46,14.51,14.56,14.6,14.65,14.68,14.72,14.75,14.79,14.81,14.84,14.86,14.88,14.904,14.921,14.936,14.95,14.961,14.971,14.979,14.986,14.991,14.995,14.998,15,15,14.95,14.81,14.58,14.27,13.88,13.44,12.93,12.37,11.76,11.12,10.43,9.72,8.99,8.25,7.5,6.75,6.01,5.28,4.57,3.88,3.24,2.63,2.07,1.56,1.12,0.73,0.42,0.19,0.05
ARM_L_UPPER=0,-0.13,-0.26,-0.38,-0.5,-0.61,-0.72,-0.82,-0.92,-1.02,-1.11,-1.2,-1.28,-1.36,-1.43,-1.5,-1.56,-1.62,-1.68,-1.73,-1.78,-1.82,-1.86,-1.89,-1.92,-1.94,-1.964,-1.98,-1.991,-1.998,-2,-1.997,-1.987,-1.971,-1.95,-1.92,-1.89,-1.85,-1.81,-1.76,-1.7,-1.65,-1.58,-1.52,-1.45,-1.38,-1.3,-1.22,-1.14,-1.05,-0.96,-0.87,-0.78,-0.69,-0.59,-0.5,-0.4,-0.3,-0.2,-0.1,0,0.1,0.2,0.3,0.4,0.5,0.59,0.69,0.78,0.87,0.96,1.05,1.14,1.22,1.3,1.38,1.45,1.52,1.58,1.65,1.7,1.76,1.81,1.85,1.89,1.92,1.95,1.97,1.987,1.997,2,1.998,1.991,1.98,1.964,1.944,1.92,1.89,1.86,1.82,1.78,1.73,1.68,1.62,1.56,1.5,1.43,1.36,1.28,1.2,1.11,1.02,0.92,0.82,0.72,0.61,0.5,0.38,0.26,0.13
ARM_L_FOREARM=0,-0.001,-0.004,-0.01,-0.018,-0.028,-0.04,-0.054,-0.071,-0.09,-0.11,-0.13,-0.16,-0.19,-0.22,-0.25,-0.28,-0.32,-0.36,-0.4,-0.44,-0.49,-0.54,-0.59,-0.64,-0.69,-0.75,-0.81,-0.87,-0.93,-1,-1.07,-1.13,-1.19,-1.25,-1.31,-1.36,-1.41,-1.46,-1.51,-1.56,-1.6,-1.64,-1.68,-1.72,-1.75,-1.78,-1.81,-1.84,-1.87,-1.89,-1.91,-1.929,-1.946,-1.96,-1.972,-1.982,-1.99,-1.996,-1.999,-2,-1.999,-1.996,-1.99,-1.982,-1.972,-1.96,-1.946,-1.929,-1.91,-1.89,-1.87,-1.84,-1.81,-1.78,-1.75,-1.72,-1.68,-1.64,-1.6,-1.56,-1.51,-1.46,-1.41,-1.36,-1.31,-1.25,-1.19,-1.13,-1.07,-1,-0.93,-0.87,-0.81,-0.75,-0.69,-0.64,-0.59,-0.54,-0.49,-0.44,-0.4,-0.36,-0.32,-0.28,-0.25,-0.22,-0.19,-0.16,-0.13,-0.11,-0.09,-0.071,-0.054,-0.04,-0.028,-0.018,-0.01,-0.004,-0.001
ARM_L_HAND=0,0.2,0.39,0.57,0.75,0.92,1.08,1.24,1.39,1.53,1.67,1.8,1.92,2.04,2.15,2.25,2.35,2.44,2.52,2.6,2.67,2.73,2.79,2.84,2.88,2.92,2.95,2.97,2.987,2.997,3,2.995,2.981,2.96,2.92,2.88,2.83,2.77,2.71,2.64,2.56,2.47,2.38,2.28,2.17,2.06,1.95,1.83,1.7,1.58,1.44,1.31,1.17,1.03,0.89,0.74,0.6,0.45,0.3,0.15,0,-0.15,-0.3,-0.45,-0.6,-0.74,-0.89,-1.03,-1.17,-1.31,-1.44,-1.58,-1.7,-1.83,-1.95,-2.06,-2.17,-2.28,-2.38,-2.47,-2.56,-2.64,-2.71,-2.77,-2.83,-2.88,-2.92,-2.96,-2.98,-2.995,-3,-2.997,-2.987,-2.97,-2.95,-2.92,-2.88,-2.84,-2.79,-2.73,-2.67,-2.6,-2.52,-2.44,-2.35,-2.25,-2.15,-2.04,-1.92,-1.8,-1.67,-1.53,-1.39,-1.24,-1.08,-0.92,-0.75,-0.57,-0.39,-0.2
